,mun_id,ec_group_name_english,year,plan,actual,plan_share,actual_share,change_plan_abs,change_actual_abs,change_plan_rel,change_actual_rel
21,70033,Interest paid and the accompanying costs of borrowing,2012,82000.0,71730.0,0.00501730971853,0.005613708311,8400.0,-1490.0,0.114130434783,-0.0203496312483
22,70033,Interest paid and the accompanying costs of borrowing,2013,67500.0,62680.0,0.0045594460577,0.0053296056704,-14500.0,-9050.0,-0.176829268293,-0.126167572843
23,70033,Interest paid and the accompanying costs of borrowing,2014,64000.0,59450.0,0.00425837135926,0.00605442156087,-3500.0,-3230.0,-0.0518518518519,-0.0515315890236
24,70033,Interest paid and the accompanying costs of borrowing,2015,59000.0,,0.00372789170664,,-5000.0,,-0.078125,
25,70033,Non-financial assets that are financed from the funds for the realization of the National Investment Plan,2012,50000.0,50000.0,0.00305933519422,0.00391308260909,,,,
26,70033,Non-financial assets that are financed from the funds for the realization of the National Investment Plan,2013,30000.0,0.0,0.00202642047009,0.0,-20000.0,-50000.0,-0.4,-1.0
27,70033,Non-financial assets that are financed from the funds for the realization of the National Investment Plan,2014,10000.0,0.0,0.000665370524884,0.0,-20000.0,0.0,-0.666666666667,
28,70033,Nonproduced Assets,2011,25000.0,17400.0,0.002090498517,0.00211168892638,,,,
29,70033,Nonproduced Assets,2012,35000.0,20160.0,0.00214153463596,0.00157775490798,10000.0,2760.0,0.4,0.158620689655
30,70033,Nonproduced Assets,2013,35000.0,18510.0,0.0023641572151,0.00157388323164,0.0,-1650.0,0.0,-0.0818452380952
31,70033,Nonproduced Assets,2014,60000.0,22370.0,0.00399222314931,0.00227817342837,25000.0,3860.0,0.714285714286,0.208535926526
32,70033,Nonproduced Assets,2015,20000.0,,0.00126369210395,,-40000.0,,-0.666666666667,
33,70033,Other expenses,2011,495360.0,452860.0,0.0414219738153,0.0549597383448,,,,
34,70033,Other expenses,2012,680540.0,611090.0,0.0416399994616,0.0478249130317,185180.0,158230.0,0.373829134367,0.349401581063
35,70033,Other expenses,2013,701260.0,530540.0,0.0473682539618,0.045111183669,20720.0,-80550.0,0.0304464102037,-0.131813644471
36,70033,Other expenses,2014,709330.0,564510.0,0.0471967274416,0.0574900170787,8070.0,33970.0,0.0115078572855,0.0640291024239
37,70033,Other expenses,2015,661340.0,,0.0417865068012,,-47990.0,,-0.0676553931174,
38,70033,Purchase of financial assets,2011,138000.0,137190.0,0.0115395518138,0.0166495749316,,,,
39,70033,Repayment of principal,2011,151600.0,149230.0,0.0126767830071,0.0181107665795,,,,
40,70033,Repayment of principal,2012,200000.0,196990.0,0.0122373407769,0.0154167628633,48400.0,47760.0,0.31926121372,0.320042886819
41,70033,Repayment of principal,2013,237500.0,219070.0,0.0160424953882,0.018627260916,37500.0,22080.0,0.1875,0.112086907965
42,70033,Repayment of principal,2014,225000.0,217230.0,0.0149708368099,0.0221228258312,-12500.0,-1840.0,-0.0526315789474,-0.00839914182681
43,70033,Repayment of principal,2015,251000.0,,0.0158593359045,,26000.0,,0.115555555556,
44,70033,Social security and social protection,2011,367190.0,348050.0,0.0307044060183,0.0422398465991,,,,
45,70033,Social security and social protection,2012,437570.0,410490.0,0.0267734660187,0.0321256256041,70380.0,62440.0,0.191671886489,0.179399511564
46,70033,Social security and social protection,2013,513900.0,440730.0,0.0347125826526,0.0374747464441,76330.0,30240.0,0.174440660923,0.073668055251
47,70033,Social security and social protection,2014,826390.0,603450.0,0.0549855548059,0.0614556886612,312490.0,162720.0,0.60807550107,0.369205636104
48,70033,Social security and social protection,2015,819550.0,,0.0517829431895,,-6840.0,,-0.00827696366123,
49,70033,Use of goods and services,2011,2308270.0,1980520.0,0.193017400473,0.240358744395,,,,
50,70033,Use of goods and services,2012,2720120.0,2363240.0,0.16643517697,0.184951066902,411850.0,382720.0,0.178423667942,0.193242178822
51,70033,Use of goods and services,2013,3172200.0,2282110.0,0.214273700507,0.194045092477,452080.0,-81130.0,0.166198550064,-0.0343299876441
52,70033,Use of goods and services,2014,4522520.0,2357840.0,0.30091515062,0.240123756654,1350320.0,75730.0,0.425673034487,0.0331842023391
53,70033,Use of goods and services,2015,4583020.0,,0.289576309311,,60500.0,,0.0133774975014,
54,70033,Valuables,2011,7000.0,4290.0,0.00058533958476,0.000520640545641,,,,
55,70033,Valuables,2012,7000.0,4140.0,0.000428306927191,0.000324003240032,0.0,-150.0,0.0,-0.034965034965
56,70033,Valuables,2013,8000.0,5940.0,0.000540378792024,0.000505071118095,1000.0,1800.0,0.142857142857,0.434782608696
57,70033,Valuables,2014,7500.0,5070.0,0.000499027893663,0.00051633166213,-500.0,-870.0,-0.0625,-0.146464646465
58,70033,Valuables,2015,12000.0,,0.000758215262368,,4500.0,,0.6,
59,70033,subsidies,2011,442600.0,439100.0,0.037010185745,0.0532898050329,,,,
60,70033,subsidies,2012,452440.0,424380.0,0.0276833123055,0.0332126799529,9840.0,-14720.0,0.0222322638952,-0.0335231154634
61,70033,subsidies,2013,1135290.0,1034020.0,0.0766858298496,0.0879214878001,682850.0,609640.0,1.50926089647,1.43654272115
62,70033,subsidies,2014,1000260.0,895540.0,0.0665543521221,0.0912022991526,-135030.0,-138480.0,-0.118938773353,-0.133923908628
63,70033,subsidies,2015,728000.0,,0.0459983925836,,-272260.0,,-0.2721892308,
64,70050,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2011,11720.0,0.0,0.00419077314759,0.0,,,,
65,70050,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2012,8710.0,0.0,0.00192042685952,0.0,-3010.0,0.0,-0.256825938567,
66,70050,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2013,24000.0,0.0,0.00546736891983,0.0,15290.0,0.0,1.75545350172,
67,70050,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2014,2490.0,0.0,0.000586332104155,0.0,-21510.0,0.0,-0.89625,
68,70050,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2015,100000.0,,0.0229544171185,,97510.0,,39.1606425703,
69,70050,Compensation of employees,2011,865940.0,829030.0,0.30963806309,0.361245707911,,,,
70,70050,Compensation of employees,2012,1819520.0,1702360.0,0.401177391439,0.430990308566,953580.0,873330.0,1.10120793588,1.05343594321
71,70050,Compensation of employees,2013,1156800.0,1065670.0,0.263527181936,0.286572887618,-662720.0,-636690.0,-0.364227928245,-0.37400432341
72,70050,Compensation of employees,2014,929330.0,843990.0,0.218833740705,0.248536444591,-227470.0,-221680.0,-0.196637275242,-0.208019368097
73,70050,Compensation of employees,2015,872160.0,,0.200199244341,,-57170.0,,-0.0615174372935,
74,70050,"Donations, grants and transfers",2011,282600.0,249280.0,0.101050553883,0.108622522789,,,,
75,70050,"Donations, grants and transfers",2012,296690.0,277460.0,0.0654157801321,0.0702451720052,14090.0,28180.0,0.0498584571833,0.113045571245
76,70050,"Donations, grants and transfers",2013,406390.0,360780.0,0.0925785023054,0.0970185577101,109700.0,83320.0,0.369746199737,0.300295538096
77,70050,"Donations, grants and transfers",2014,512960.0,412220.0,0.120789122951,0.121389700339,106570.0,51440.0,0.262235783361,0.14257996563
78,70050,"Donations, grants and transfers",2015,581690.0,,0.133523548937,,68730.0,,0.133987055521,
79,70050,Fixed assets,2011,201790.0,147710.0,0.0721549584856,0.0643638993952,,,,
80,70050,Fixed assets,2012,366980.0,277350.0,0.080913691034,0.0702173230579,165190.0,129640.0,0.818623321275,0.877665696297
81,70050,Fixed assets,2013,472990.0,401760.0,0.107750451058,0.108038626713,106010.0,124410.0,0.288871328138,0.448566792861
82,70050,Fixed assets,2014,755700.0,425670.0,0.17794826149,0.12535042876,282710.0,23910.0,0.597708196791,0.0595131421744
83,70050,Fixed assets,2015,832020.0,,0.190985341309,,76320.0,,0.100992457324,
84,70050,Interest paid and the accompanying costs of borrowing,2013,40000.0,35470.0,0.00911228153305,0.0095383564554,,,,
85,70050,Interest paid and the accompanying costs of borrowing,2014,27000.0,24450.0,0.00635781799686,0.00719998586506,-13000.0,-11020.0,-0.325,-0.310685085988
86,70050,Interest paid and the accompanying costs of borrowing,2015,15000.0,,0.00344316256777,,-12000.0,,-0.444444444444,
87,70050,Nonproduced Assets,2011,6000.0,5520.0,0.00214544700388,0.00240531260349,,,,
88,70050,Nonproduced Assets,2012,10000.0,0.0,0.00220485288119,0.0,4000.0,-5520.0,0.666666666667,-1.0
89,70050,Nonproduced Assets,2013,20000.0,0.0,0.00455614076653,0.0,10000.0,0.0,1.0,
90,70050,Nonproduced Assets,2014,3000.0,50.0,0.000706424221874,1.47238974746e-05,-17000.0,50.0,-0.85,inf
91,70050,Nonproduced Assets,2015,20000.0,,0.0045908834237,,17000.0,,5.66666666667,
92,70050,Other expenses,2011,108830.0,99350.0,0.0389148329054,0.0432912694124,,,,
93,70050,Other expenses,2012,215150.0,209080.0,0.0474374097388,0.0529332536685,106320.0,109730.0,0.976936506478,1.10447911424
94,70050,Other expenses,2013,228170.0,199640.0,0.0519787319349,0.0536858608051,13020.0,-9440.0,0.0605159191262,-0.0451501817486
95,70050,Other expenses,2014,250600.0,238790.0,0.0590099700005,0.070318389559,22430.0,39150.0,0.0983038962177,0.196102985374
96,70050,Other expenses,2015,170480.0,,0.0391326903036,,-80120.0,,-0.319712689545,
97,70050,Social security and social protection,2011,159340.0,135760.0,0.0569759209331,0.0591567462047,,,,
98,70050,Social security and social protection,2012,323310.0,309400.0,0.0712850985018,0.078331493615,163970.0,173640.0,1.02905736162,1.27902180318
99,70050,Social security and social protection,2013,366230.0,359830.0,0.0834297716462,0.0967630900295,42920.0,50430.0,0.132751848072,0.162992889463
100,70050,Social security and social protection,2014,430240.0,419110.0,0.101310652406,0.123418653411,64010.0,59280.0,0.174780875406,0.164744462663
101,70050,Social security and social protection,2015,476430.0,,0.109361729478,,46190.0,,0.107358683525,
102,70050,Use of goods and services,2011,829990.0,583050.0,0.296783259792,0.254061143744,,,,
103,70050,Use of goods and services,2012,1102210.0,804190.0,0.243021089418,0.203598590337,272220.0,221140.0,0.327979855179,0.379281365235
104,70050,Use of goods and services,2013,1370220.0,1060960.0,0.312145760055,0.285306305749,268010.0,256770.0,0.243156930168,0.319290217486
105,70050,Use of goods and services,2014,1174410.0,898570.0,0.276543890137,0.264609051074,-195810.0,-162390.0,-0.142904059202,-0.153059493289
106,70050,Use of goods and services,2015,1123680.0,,0.257934194277,,-50730.0,,-0.0431961580709,
107,70050,Valuables,2012,0.0,0.0,0.0,0.0,,,,
108,70050,Valuables,2013,33000.0,25110.0,0.00751763226477,0.00675241416958,33000.0,25110.0,inf,inf
109,70050,Valuables,2014,36000.0,20330.0,0.00847709066248,0.00598673671315,3000.0,-4780.0,0.0909090909091,-0.190362405416
110,70050,Valuables,2015,40000.0,,0.00918176684739,,4000.0,,0.111111111111,
111,70050,subsidies,2011,330410.0,245220.0,0.118146190759,0.10685339794,,,,
112,70050,subsidies,2012,392880.0,370040.0,0.0866242599963,0.0936838587501,62470.0,124820.0,0.189068127478,0.509012315472
113,70050,subsidies,2013,271880.0,209450.0,0.0619361775801,0.0563239007495,-121000.0,-160590.0,-0.307982081043,-0.433980110258
114,70050,subsidies,2014,125010.0,112660.0,0.0294366973255,0.0331758857897,-146870.0,-96790.0,-0.540201559512,-0.462115063261
115,70050,subsidies,2015,125000.0,,0.0286930213981,,-10.0,,-7.99936005119e-05,
116,70068,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2011,41185.0,0.0,0.00410627876994,0.0,,,,
117,70068,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2012,7641.8,0.0,0.000678011390055,0.0,-33543.2,0.0,-0.814451863543,
118,70068,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2013,30896.0,0.0,0.00304619777411,0.0,23254.2,0.0,3.04302651208,
119,70068,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2014,0.0,0.0,0.0,0.0,-30896.0,0.0,-1.0,
120,70068,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2015,130000.0,,0.0154801340403,,130000.0,,inf,
121,70068,Compensation of employees,2011,1200346.7,1858025.0,0.119678479319,0.22669804249,,,,
122,70068,Compensation of employees,2012,1398183.0,1939923.4,0.124052448295,0.202931227187,197836.3,81898.4,0.164815965254,0.0440782013159
123,70068,Compensation of employees,2013,1476572.0,1441349.7,0.145582934351,0.182361744692,78389.0,-498573.7,0.0560649070973,-0.257006900376
124,70068,Compensation of employees,2014,1511660.0,1382186.8,0.149937710277,0.173690014248,35088.0,-59162.9,0.0237631486985,-0.041046874329
125,70068,Compensation of employees,2015,1336500.0,,0.15914768573,,-175160.0,,-0.115872616858,
126,70068,"Donations, grants and transfers",2011,983870.0,853849.3,0.0980950465795,0.104178342537,,,,
127,70068,"Donations, grants and transfers",2012,1154188.3,956195.6,0.102404252096,0.10002557139,170318.3,102346.3,0.173110573551,0.119864594373
128,70068,"Donations, grants and transfers",2013,1056158.0,829864.4,0.104132125476,0.104995699407,-98030.3,-126331.2,-0.0849344080164,-0.132118574902
129,70068,"Donations, grants and transfers",2014,963530.0,717005.7,0.0955700898242,0.0901012296232,-92628.0,-112858.7,-0.0877027868936,-0.135996555582
130,70068,"Donations, grants and transfers",2015,1011770.0,,0.120479501677,,48240.0,,0.0500659035007,
131,70068,Fixed assets,2011,1729500.0,962076.5,0.172436788457,0.117383167221,,,,
132,70068,Fixed assets,2012,1889150.0,1345396.7,0.167613025403,0.140739063916,159650.0,383320.2,0.0923099161607,0.398430062474
133,70068,Fixed assets,2013,1431950.0,860446.9,0.141183418651,0.108865043576,-457200.0,-484949.8,-0.242013604002,-0.360451159127
134,70068,Fixed assets,2014,1698950.0,1079377.9,0.168514528979,0.135638079332,267000.0,218931.0,0.186459024407,0.254438710861
135,70068,Fixed assets,2015,1416900.0,,0.168721553244,,-282050.0,,-0.166014302952,
136,70068,Interest paid and the accompanying costs of borrowing,2011,157400.0,164039.6,0.0156932931501,0.0200145079915,,,,
137,70068,Interest paid and the accompanying costs of borrowing,2012,239664.0,240262.3,0.0212639589869,0.0251333240197,82264.0,76222.7,0.522642947903,0.464660362498
138,70068,Interest paid and the accompanying costs of borrowing,2013,222190.0,174444.5,0.0219068709034,0.0220709820607,-17474.0,-65817.8,-0.0729104079044,-0.27394143817
139,70068,Interest paid and the accompanying costs of borrowing,2014,163000.0,154739.0,0.0161675553863,0.0194449976767,-59190.0,-19705.5,-0.266393627076,-0.112961428993
140,70068,Interest paid and the accompanying costs of borrowing,2015,162000.0,,0.0192906285733,,-1000.0,,-0.00613496932515,
141,70068,Inventories,2011,513590.0,127904.3,0.0512065973887,0.0156056320211,,,,
142,70068,Inventories,2015,0.0,,0.0,,-513590.0,,-1.0,
143,70068,Nonproduced Assets,2011,260000.0,254149.9,0.0259228476432,0.0310088856872,,,,
144,70068,Nonproduced Assets,2012,245000.0,244995.5,0.0217373904792,0.0256284539226,-15000.0,-9154.4,-0.0576923076923,-0.0360196875938
145,70068,Nonproduced Assets,2013,271500.0,139932.7,0.0267686009733,0.0177044969111,26500.0,-105062.8,0.108163265306,-0.428835631675
146,70068,Nonproduced Assets,2014,120100.0,52641.9,0.0119124135085,0.00661514953047,-151400.0,-87290.8,-0.557642725599,-0.623805586543
147,70068,Nonproduced Assets,2015,75000.0,,0.00893084656173,,-45100.0,,-0.375520399667,
148,70068,Other expenses,2011,298490.1,311301.3,0.0297604360973,0.0379819406814,,,,
149,70068,Other expenses,2012,351650.0,356941.6,0.0311998096408,0.0373388954028,53159.9,45640.3,0.178096023955,0.146611337633
150,70068,Other expenses,2013,442914.0,426636.3,0.043669201221,0.053978670143,91264.0,69694.7,0.259530783449,0.195255190205
151,70068,Other expenses,2014,1183840.0,1135236.2,0.117422078334,0.142657411974,740926.0,708599.9,1.6728439381,1.66089922494
152,70068,Other expenses,2015,1057500.0,,0.12592493652,,-126340.0,,-0.106720502771,
153,70068,Repayment of principal,2011,130000.0,113956.4,0.0129614238216,0.0139038456475,,,,
154,70068,Repayment of principal,2012,222800.0,217082.0,0.0197677167296,0.0227084825412,92800.0,103125.6,0.713846153846,0.904956632537
155,70068,Repayment of principal,2013,420600.0,399342.2,0.0414691475852,0.0505253793172,197800.0,182260.2,0.887791741472,0.839591490773
156,70068,Repayment of principal,2014,112000.0,111503.6,0.011108995112,0.0140118990231,-308600.0,-287838.6,-0.733713742273,-0.720781825712
157,70068,Repayment of principal,2015,70000.0,,0.00833545679095,,-42000.0,,-0.375,
158,70068,Social security and social protection,2011,85450.0,77017.8,0.00851964358118,0.00939695886594,,,,
159,70068,Social security and social protection,2012,223600.0,217872.8,0.0198386959638,0.0227912064335,138150.0,140855.0,1.61673493271,1.82886293818
160,70068,Social security and social protection,2013,317900.0,308612.2,0.0313434189666,0.0390460824499,94300.0,90739.4,0.421735241503,0.416478789459
161,70068,Social security and social protection,2014,311500.0,262825.3,0.0308968926554,0.0330274678515,-6400.0,-45786.9,-0.0201321170179,-0.148363868959
162,70068,Social security and social protection,2015,212000.0,,0.0252445262812,,-99500.0,,-0.319422150883,
163,70068,Use of goods and services,2011,2331120.4,2640175.7,0.232420303719,0.322128422933,,,,
164,70068,Use of goods and services,2012,2789675.0,2875143.8,0.24751124402,0.300762627881,458554.6,234968.1,0.196709959726,0.0889971451521
165,70068,Use of goods and services,2013,3477300.0,2681777.6,0.342845142411,0.33930255927,687625.0,-193366.2,0.246489286386,-0.0672544448038
166,70068,Use of goods and services,2014,3062340.0,2381585.6,0.303745715102,0.299277664059,-414960.0,-300192.0,-0.119333966008,-0.111937693864
167,70068,Use of goods and services,2015,2662190.1,,0.317008150684,,-400149.9,,-0.130668018574,
168,70068,Valuables,2011,0.0,10980.0,0.0,0.00133967223613,,,,
169,70068,Valuables,2012,136000.0,152120.0,0.012066469817,0.0159129470162,136000.0,141140.0,inf,12.85428051
170,70068,Valuables,2013,0.0,2270.0,0.0,0.000287203834331,-136000.0,-149850.0,-1.0,-0.985077570339
171,70068,Valuables,2014,11000.0,12490.0,0.00109106201993,0.00156953334959,11000.0,10220.0,inf,4.50220264317
172,70068,Valuables,2015,12000.0,,0.00142893544988,,1000.0,,0.0909090909091,
173,70068,depreciation and use of the funds for work,2011,0.0,78850.0,0.0,0.00962050599445,,,,
174,70068,depreciation and use of the funds for work,2012,0.0,96530.0,0.0,0.0100977963152,0.0,17680.0,,0.224223208624
175,70068,depreciation and use of the funds for work,2013,0.0,5100.0,0.0,0.000645259715897,0.0,-91430.0,,-0.947166683932
176,70068,depreciation and use of the funds for work,2014,0.0,100.0,0.0,1.25663198526e-05,0.0,-5000.0,,-0.980392156863
177,70068,subsidies,2011,2298810.1,743708.8,0.229198861473,0.0907400756947,,,,
178,70068,subsidies,2012,2613350.0,917047.8,0.231866977178,0.0959304039751,314539.9,173339.0,0.136827265549,0.233073751447
179,70068,subsidies,2013,994500.0,634017.7,0.0980529416868,0.0802168786227,-1618850.0,-283030.1,-0.619453957564,-0.308631785606
180,70068,subsidies,2014,944000.0,668087.3,0.0936329588015,0.0839539870124,-50500.0,34069.6,-0.0507792860734,0.0537360392305
181,70068,subsidies,2015,252000.0,,0.0300076444474,,-692000.0,,-0.733050847458,
182,70114,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2011,57100.0,0.0,0.00873549502413,0.0,,,,
183,70114,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2012,40940.0,0.0,0.00652085271219,0.0,-16160.0,0.0,-0.283012259194,
184,70114,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2013,2570.0,0.0,0.00041154240328,0.0,-38370.0,0.0,-0.937225207621,
185,70114,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2014,7850.0,0.0,0.00176643459241,0.0,5280.0,0.0,2.05447470817,
186,70114,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2015,74000.0,,0.0159499946115,,66150.0,,8.42675159236,
187,70114,Compensation of employees,2011,2206030.0,2169860.0,0.337491490159,0.370175256026,,,,
188,70114,Compensation of employees,2012,2328620.0,2312080.0,0.370898584335,0.496278043461,122590.0,142220.0,0.0555704138203,0.0655433991133
189,70114,Compensation of employees,2013,2430100.0,2406970.0,0.389139764284,0.450973999816,101480.0,94890.0,0.0435794590788,0.0410409674406
190,70114,Compensation of employees,2014,2137380.0,2108610.0,0.480960760399,0.514426865417,-292720.0,-298360.0,-0.120455948315,-0.123956675821
191,70114,Compensation of employees,2015,1994310.0,,0.429854510184,,-143070.0,,-0.0669370912051,
192,70114,"Donations, grants and transfers",2011,218920.0,178860.0,0.0334916737423,0.0305132802544,,,,
193,70114,"Donations, grants and transfers",2012,125820.0,31160.0,0.0200403929714,0.00668836019267,-93100.0,-147700.0,-0.425269504842,-0.825785530583
194,70114,"Donations, grants and transfers",2013,470140.0,376770.0,0.0752850371509,0.0705922690814,344320.0,345610.0,2.73660785249,11.0914634146
195,70114,"Donations, grants and transfers",2014,140280.0,130010.0,0.0315662986782,0.031717878969,-329860.0,-246760.0,-0.701620793806,-0.654935371712
196,70114,"Donations, grants and transfers",2015,557470.0,,0.120157344541,,417190.0,,2.97398061021,
197,70114,Fixed assets,2011,383670.0,321230.0,0.0586961011543,0.0548014146043,,,,
198,70114,Fixed assets,2012,327780.0,34980.0,0.0522082340499,0.00750830678881,-55890.0,-286250.0,-0.145672061928,-0.891106061078
199,70114,Fixed assets,2013,459470.0,408340.0,0.0735764155778,0.0765072780654,131690.0,373360.0,0.401763377875,10.6735277301
200,70114,Fixed assets,2014,223590.0,211740.0,0.0503130077093,0.0516571317045,-235880.0,-196600.0,-0.513374104947,-0.481461527159
201,70114,Fixed assets,2015,176880.0,,0.0381247979308,,-46710.0,,-0.208909164095,
202,70114,Interest paid and the accompanying costs of borrowing,2011,500.0,480.0,7.64929511745e-05,8.18873673382e-05,,,,
203,70114,Interest paid and the accompanying costs of borrowing,2012,1940.0,1700.0,0.000308999859835,0.000364897699857,1440.0,1220.0,2.88,2.54166666667
204,70114,Interest paid and the accompanying costs of borrowing,2013,2290.0,1580.0,0.000366705098642,0.000296031491755,350.0,-120.0,0.180412371134,-0.0705882352941
205,70114,Interest paid and the accompanying costs of borrowing,2014,1740.0,1520.0,0.000391540916026,0.000370826675124,-550.0,-60.0,-0.240174672489,-0.0379746835443
206,70114,Interest paid and the accompanying costs of borrowing,2015,2200.0,,0.00047418902899,,460.0,,0.264367816092,
207,70114,Other expenses,2011,546000.0,541120.0,0.0835303026826,0.0923143587793,,,,
208,70114,Other expenses,2012,568720.0,559200.0,0.0905847424152,0.120029878682,22720.0,18080.0,0.0416117216117,0.0334121821407
209,70114,Other expenses,2013,517440.0,510400.0,0.08285933897,0.0956294135391,-51280.0,-48800.0,-0.0901673934449,-0.0872675250358
210,70114,Other expenses,2014,486370.0,481700.0,0.10944468697,0.117517900926,-31070.0,-28700.0,-0.0600456091528,-0.0562304075235
211,70114,Other expenses,2015,494710.0,,0.106630024787,,8340.0,,0.0171474391924,
212,70114,Social security and social protection,2011,228110.0,217370.0,0.0348976141849,0.0370830354965,,,,
213,70114,Social security and social protection,2012,198890.0,139930.0,0.0316788567642,0.0300353736123,-29220.0,-77440.0,-0.12809609399,-0.356258913374
214,70114,Social security and social protection,2013,177150.0,135870.0,0.0283676018447,0.0254568346739,-21740.0,-4060.0,-0.109306651918,-0.0290145072536
215,70114,Social security and social protection,2014,70280.0,56080.0,0.0158146526312,0.0136815525927,-106870.0,-79790.0,-0.60327406153,-0.587252520792
216,70114,Social security and social protection,2015,51070.0,,0.0110076516866,,-19210.0,,-0.273335230507,
217,70114,Use of goods and services,2011,2896220.0,2432790.0,0.443080830102,0.415030767472,,,,
218,70114,Use of goods and services,2012,2685610.0,1579790.0,0.427759336893,0.339095139563,-210610.0,-853000.0,-0.0727189232862,-0.350626235721
219,70114,Use of goods and services,2013,2185640.0,1497340.0,0.349993594671,0.280544173332,-499970.0,-82450.0,-0.18616627135,-0.0521904810133
220,70114,Use of goods and services,2014,1376490.0,1109290.0,0.309742618104,0.270627843716,-809150.0,-388050.0,-0.370211928771,-0.259159576315
221,70114,Use of goods and services,2015,1288860.0,,0.277801487229,,-87630.0,,-0.0636619227165,
222,70149,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2011,1320.0,0.0,0.000173696323559,0.0,,,,
223,70149,Administrative transfers from the budget from direct budget users to indirect budget users or between users of the budget at the same level and reserve funds,2012,2910.0,0.0,0.000438818718106,0.0,1590.0,0.0,1.20454545455,
