,mun_id,func_div_name_english,year,plan,actual,plan_share,actual_share,change_plan_abs,change_actual_abs,change_plan_rel,change_actual_rel
57,70050,Environmental Protection,2011,121680.0,47860.0,0.0435096652388,0.0208547574643,,,,
58,70050,Environmental Protection,2012,165860.0,158920.0,0.0365696898874,0.0402341336952,44180.0,111060.0,0.363083497699,2.32051817802
59,70050,Environmental Protection,2013,305100.0,267560.0,0.0695039273933,0.0719504554048,139240.0,108640.0,0.839503195466,0.683614397181
60,70050,Environmental Protection,2014,158930.0,118210.0,0.0374240005275,0.0348102384093,-146170.0,-149350.0,-0.479088823337,-0.558192554941
61,70050,Environmental Protection,2015,182260.0,,0.0418367206402,,23330.0,,0.14679418612,
62,70050,General Public Services,2011,1340670.0,1086620.0,0.479389405783,0.473489271957,,,,
63,70050,General Public Services,2012,2101400.0,1705800.0,0.463327784454,0.4318612211,760730.0,619180.0,0.567425242603,0.569822016896
64,70050,General Public Services,2013,1525390.0,1325040.0,0.347494578192,0.356320942703,-576010.0,-380760.0,-0.274107737699,-0.223214913823
65,70050,General Public Services,2014,1417390.0,1203530.0,0.333759542614,0.354413046551,-108000.0,-121510.0,-0.0708015655013,-0.0917028919882
66,70050,General Public Services,2015,1162520.0,,0.266849689886,,-254870.0,,-0.179816423144,
67,70050,Health,2011,45590.0,41780.0,0.0163018214845,0.0182054276402,,,,
68,70050,Health,2012,58300.0,52970.0,0.0128542922973,0.0134105339909,12710.0,11190.0,0.27878920816,0.267831498325
69,70050,Health,2013,69700.0,55410.0,0.0158781505713,0.0149004886156,11400.0,2440.0,0.195540308748,0.0460638097036
70,70050,Health,2014,44890.0,26510.0,0.0105704611066,0.00780661044101,-24810.0,-28900.0,-0.355954088953,-0.521566504241
71,70050,Health,2015,45570.0,,0.0104603278809,,680.0,,0.0151481398975,
72,70050,Housing and Community Amenities,2011,348190.0,301090.0,0.12450386538,0.131198473149,,,,
73,70050,Housing and Community Amenities,2012,662580.0,561750.0,0.146089142202,0.142219510466,314390.0,260660.0,0.902926563083,0.865721212926
74,70050,Housing and Community Amenities,2013,1041380.0,754480.0,0.237233693572,0.202889742838,378800.0,192730.0,0.571704548885,0.343088562528
75,70050,Housing and Community Amenities,2014,967740.0,595960.0,0.227878325492,0.175497078779,-73640.0,-158520.0,-0.0707138604544,-0.210104972962
76,70050,Housing and Community Amenities,2015,1199110.0,,0.275248711109,,231370.0,,0.239082811499,
77,70050,Public Order and Safety,2014,1430.0,0.0,0.000336728879093,0.0,,,,
78,70050,Public Order and Safety,2015,80130.0,,0.018393374437,,78700.0,,55.034965035,
79,70050,"Recreation, Culture and Religion",2011,195750.0,182060.0,0.0699952085017,0.0793317414115,,,,
80,70050,"Recreation, Culture and Religion",2012,372070.0,352240.0,0.0820359611505,0.0891773927309,176320.0,170180.0,0.900740740741,0.934746786774
81,70050,"Recreation, Culture and Religion",2013,479160.0,411530.0,0.109156020484,0.110665910124,107090.0,59290.0,0.287822183998,0.168322734499
82,70050,"Recreation, Culture and Religion",2014,364010.0,290100.0,0.0857151603348,0.0854280531474,-115150.0,-121430.0,-0.240316387011,-0.295069618254
83,70050,"Recreation, Culture and Religion",2015,363470.0,,0.0834324199006,,-540.0,,-0.00148347572869,
84,70050,Social Protection,2011,147300.0,124590.0,0.0526707239453,0.0542894741429,,,,
85,70050,Social Protection,2012,329420.0,314410.0,0.0726322636122,0.0795998865788,182120.0,189820.0,1.23638832315,1.52355726784
86,70050,Social Protection,2013,443740.0,435520.0,0.101087095187,0.117117141344,114320.0,121110.0,0.347034181288,0.38519767183
87,70050,Social Protection,2014,583330.0,571470.0,0.137359480449,0.168285313796,139590.0,135950.0,0.314576103123,0.312155584129
88,70050,Social Protection,2015,663720.0,,0.152353057299,,80390.0,,0.13781221607,
89,70068,Defence,2013,10000.0,5634.9,0.000985952153714,0.000712936073158,,,,
90,70068,Defence,2014,0.0,0.0,0.0,0.0,-10000.0,-5634.9,-1.0,-1.0
91,70068,Economic Affairs,2014,3000.0,828.0,0.000297562369073,0.000104049128379,,,,
92,70068,Economic Affairs,2015,1803000.0,,0.214697551344,,1800000.0,,600.0,
93,70068,Education,2011,1576802.2,1426307.1,0.157212319977,0.174024045726,,,,
94,70068,Education,2012,1805888.3,1583510.3,0.160225710771,0.165647617036,229086.1,157203.2,0.145285248841,0.110216937152
95,70068,Education,2013,1663793.0,1427774.4,0.164042029168,0.180644177198,-142095.3,-155735.9,-0.0786844346907,-0.0983485235303
96,70068,Education,2014,1551340.0,1342629.0,0.153873468546,0.168719054573,-112453.0,-85145.4,-0.0675883358086,-0.059635051588
97,70068,Education,2015,1356960.0,,0.161584020672,,-194380.0,,-0.125298129359,
98,70068,Environmental Protection,2011,60000.0,50024.9,0.00598219560996,0.00610354914802,,,,
99,70068,Environmental Protection,2012,365000.0,157621.3,0.0323842756118,0.016488426213,305000.0,107596.4,5.08333333333,2.15085687328
100,70068,Environmental Protection,2013,944000.0,560334.8,0.0930738833106,0.0708944066383,579000.0,402713.5,1.58630136986,2.55494339915
101,70068,Environmental Protection,2014,1093400.0,809761.2,0.108451564781,0.101757182434,149400.0,249426.4,0.158262711864,0.445138156688
102,70068,Environmental Protection,2015,823700.1,,0.0980845227465,,-269699.9,,-0.246661697457,
103,70068,General Public Services,2011,1423935.0,1314982.2,0.141970961764,0.160441269977,,,,
104,70068,General Public Services,2012,1627361.8,1551595.1,0.144386117949,0.162309036398,203426.8,236612.9,0.142862419984,0.179936199897
105,70068,General Public Services,2013,2312460.0,2113601.5,0.227997491738,0.267416059492,685098.2,562006.4,0.420987023291,0.362212022969
106,70068,General Public Services,2014,1952400.0,1769884.0,0.193653589792,0.22240928446,-360060.0,-343717.5,-0.155704314885,-0.162621714642
107,70068,General Public Services,2015,1288950.0,,0.15348552901,,-663450.0,,-0.339812538414,
108,70068,Health,2013,49950.0,47400.5,0.0049248310078,0.00599718297321,,,,
109,70068,Health,2014,106150.0,20790.8,0.0105287484924,0.00261263842791,56200.0,-26609.7,1.12512512513,-0.561380154218
110,70068,Health,2015,97000.0,,0.0115505615532,,-9150.0,,-0.0861987753179,
111,70068,Housing and Community Amenities,2011,5633710.1,4495916.3,0.5616992638,0.548547745272,,,,
112,70068,Housing and Community Amenities,2012,6308312.0,5222535.3,0.559698943707,0.546318219294,674601.9,726619.0,0.119743807904,0.161617555024
113,70068,Housing and Community Amenities,2013,3879298.0,2601076.7,0.3824802218,0.329092159307,-2429014.0,-2621458.6,-0.385049756575,-0.501951341526
114,70068,Housing and Community Amenities,2014,4202730.0,2976287.3,0.416858098457,0.37400978185,323432.0,375210.6,0.0833738475363,0.144252032245
115,70068,Housing and Community Amenities,2015,1667000.0,,0.198502949579,,-2535730.0,,-0.603353058607,
116,70068,Public Order and Safety,2015,15650.0,,0.00186356998255,,,,,
117,70068,"Recreation, Culture and Religion",2011,1153915.0,740206.5,0.115049087454,0.0903127592946,,,,
118,70068,"Recreation, Culture and Religion",2012,870190.0,759548.7,0.0772067747798,0.0794547608421,-283725.0,19342.2,-0.24588032914,0.0261308161979
119,70068,"Recreation, Culture and Religion",2013,910789.0,810083.6,0.0897994376129,0.102493002664,40599.0,50534.9,0.0466553281467,0.0665327976995
120,70068,"Recreation, Culture and Religion",2014,839900.0,771329.4,0.0833075445947,0.0969277195209,-70889.0,-38754.2,-0.0778325166422,-0.0478397538229
121,70068,"Recreation, Culture and Religion",2015,991600.0,,0.118077699342,,151700.0,,0.180616740088,
122,70068,Social Protection,2011,181400.0,168597.6,0.0180861713941,0.0205706305827,,,,
123,70068,Social Protection,2012,294150.0,284700.8,0.0260981771814,0.0297819402173,112750.0,116103.2,0.621554575524,0.688640882195
124,70068,Social Protection,2013,372190.0,337887.8,0.0366961532091,0.0427500756535,78040.0,53187.0,0.26530681625,0.186817177893
125,70068,Social Protection,2014,333000.0,266269.6,0.0330294229671,0.0334602896062,-39190.0,-71618.2,-0.105295682313,-0.211958525878
126,70068,Social Protection,2015,354000.0,,0.0421535957714,,21000.0,,0.0630630630631,
127,70114,Economic Affairs,2011,4045540.0,3540060.0,0.618910587389,0.60392957004,,,,
128,70114,Economic Affairs,2012,3850640.0,2602080.0,0.61332330942,0.558525298143,-194900.0,-937980.0,-0.0481765104288,-0.26496161082
129,70114,Economic Affairs,2013,3934880.0,3218290.0,0.630105047399,0.602984297216,84240.0,616210.0,0.0218768828039,0.236814394638
130,70114,Economic Affairs,2014,2963100.0,2699730.0,0.66676717717,0.658639407653,-971780.0,-518560.0,-0.246965599967,-0.161129046792
131,70114,Economic Affairs,2015,3036730.0,,0.654538204548,,73630.0,,0.0248489757349,
132,70114,General Public Services,2011,1222210.0,1097550.0,0.18698089971,0.187240583379,,,,
133,70114,General Public Services,2012,1204240.0,1062620.0,0.191809273818,0.228086819895,-17970.0,-34930.0,-0.0147028743015,-0.0318254293654
134,70114,General Public Services,2013,1196080.0,1114140.0,0.191532154753,0.208747168496,-8160.0,51520.0,-0.00677605792865,0.0484839359319
135,70114,General Public Services,2014,557310.0,514330.0,0.125407855121,0.125478476195,-638770.0,-599810.0,-0.53405290616,-0.538361426751
136,70114,General Public Services,2015,567140.0,,0.122241620864,,9830.0,,0.0176382982541,
137,70114,Housing and Community Amenities,2011,1268800.0,1224100.0,0.194108512901,0.208829846581,,,,
138,70114,Housing and Community Amenities,2012,1223440.0,994140.0,0.194867416761,0.213387881962,-45360.0,-229960.0,-0.0357503152585,-0.187860468916
139,70114,Housing and Community Amenities,2013,1113840.0,1004840.0,0.178362797848,0.188268534288,-109600.0,10700.0,-0.0895834695612,0.0107630715996
140,70114,Housing and Community Amenities,2014,827560.0,789180.0,0.186220460038,0.192532233865,-286280.0,-215660.0,-0.257020757021,-0.214621233231
141,70114,Housing and Community Amenities,2015,937000.0,,0.201961418256,,109440.0,,0.132244187733,
142,70114,Public Order and Safety,2014,96010.0,95710.0,0.0216045076711,0.0233498822869,,,,
143,70114,Public Order and Safety,2015,98630.0,,0.0212587563315,,2620.0,,0.0272888240808,
144,70149,Economic Affairs,2015,4000.0,,0.000695681211042,,,,,
145,70149,Education,2011,475970.0,466280.0,0.0626319993368,0.0679378668955,,,,
146,70149,Education,2012,394400.0,307680.0,0.0594742620004,0.0474904225796,-81570.0,-158600.0,-0.171376347249,-0.340138972291
147,70149,Education,2013,254350.0,251020.0,0.0384767823214,0.0394539753393,-140050.0,-56660.0,-0.355096348884,-0.184152366095
148,70149,Education,2014,109100.0,102650.0,0.0215475101862,0.0213587182688,-145250.0,-148370.0,-0.571063495184,-0.591068440762
149,70149,Education,2015,437000.0,,0.0760031723063,,327900.0,,3.0054995417,
150,70149,General Public Services,2011,5107360.0,4620180.0,0.672067920526,0.673168855352,,,,
151,70149,General Public Services,2012,5061510.0,5072410.0,0.763259563534,0.782926723859,-45850.0,452230.0,-0.00897724068795,0.0978814678216
152,70149,General Public Services,2013,4525280.0,4476390.0,0.684561484189,0.703574936934,-536230.0,-596020.0,-0.105942692991,-0.117502331239
153,70149,General Public Services,2014,4772710.0,4543600.0,0.942621607156,0.945401581357,247430.0,67210.0,0.0546772796379,0.0150143307442
154,70149,General Public Services,2015,4729870.0,,0.822620422418,,-42840.0,,-0.00897603248469,
155,70149,Housing and Community Amenities,2011,1527990.0,1335540.0,0.201065337451,0.194590672458,,,,
156,70149,Housing and Community Amenities,2012,536290.0,493240.0,0.0808708214204,0.0761316173724,-991700.0,-842300.0,-0.649022572137,-0.630681222577
157,70149,Housing and Community Amenities,2013,485420.0,325960.0,0.0734318839177,0.0512326420269,-50870.0,-167280.0,-0.0948553954017,-0.339145243695
158,70149,Housing and Community Amenities,2014,58380.0,45790.0,0.011530189227,0.00952767374116,-427040.0,-280170.0,-0.879733014709,-0.859522640815
159,70149,Housing and Community Amenities,2015,223730.0,,0.0389111893366,,165350.0,,2.8323055841,
160,70149,Public Order and Safety,2015,114500.0,,0.0199138746661,,,,,
161,70149,"Recreation, Culture and Religion",2011,313300.0,301390.0,0.0412265592206,0.0439130859218,,,,
162,70149,"Recreation, Culture and Religion",2012,501120.0,495890.0,0.0755672976005,0.076540644998,187820.0,194500.0,0.599489307373,0.645343242974
163,70149,"Recreation, Culture and Religion",2013,1238290.0,1223150.0,0.187322251939,0.192248147304,737170.0,727260.0,1.47104485951,1.46657524854
164,70149,"Recreation, Culture and Religion",2014,61640.0,58320.0,0.0121740470016,0.0121348314607,-1176650.0,-1164830.0,-0.950221676667,-0.952319829947
165,70149,"Recreation, Culture and Religion",2015,145000.0,,0.0252184439003,,83360.0,,1.35236859182,
166,70149,Social Protection,2011,174850.0,139940.0,0.0230081834654,0.0203895193732,,,,
167,70149,Social Protection,2012,138120.0,109560.0,0.020828055445,0.0169105911916,-36730.0,-30380.0,-0.210065770661,-0.217093039874
168,70149,Social Protection,2013,107140.0,85830.0,0.0162075976328,0.013490298396,-30980.0,-23730.0,-0.224297712134,-0.216593647317
169,70149,Social Protection,2014,61400.0,55640.0,0.0121266464293,0.0115771951727,-45740.0,-30190.0,-0.426918051148,-0.351741815216
170,70149,Social Protection,2015,95660.0,,0.0166372161621,,34260.0,,0.557980456026,
171,70157,Economic Affairs,2011,1733600.0,1540680.0,0.224973396662,0.217345854829,,,,
172,70157,Economic Affairs,2012,1596550.0,1359270.0,0.19434783826,0.179951625267,-137050.0,-181410.0,-0.0790551453623,-0.117746709245
173,70157,Economic Affairs,2013,1363510.0,1287800.0,0.195805892946,0.195496802949,-233040.0,-71470.0,-0.145964736463,-0.052579693512
174,70157,Economic Affairs,2014,1567920.0,1480740.0,0.234123790311,0.252003104216,204410.0,192940.0,0.149914558749,0.149821400839
175,70157,Economic Affairs,2015,1492000.0,,0.201279175025,,-75920.0,,-0.0484208377978,
176,70157,Education,2011,608440.0,486580.0,0.0789587064289,0.0686425124249,,,,
177,70157,Education,2012,713410.0,676290.0,0.0868433129517,0.0895329733251,104970.0,189710.0,0.172523174019,0.389884499979
178,70157,Education,2013,381490.0,351850.0,0.0547836026871,0.0534132241944,-331920.0,-324440.0,-0.465258406807,-0.479735024915
179,70157,Education,2014,421190.0,357840.0,0.0628926215886,0.0608998141555,39700.0,5990.0,0.104065637369,0.0170243001279
180,70157,Education,2015,674000.0,,0.0909263833559,,252810.0,,0.600227925639,
181,70157,Environmental Protection,2011,159000.0,92990.0,0.0206338083002,0.013118227692,,,,
182,70157,Environmental Protection,2012,28020.0,7250.0,0.00341087120857,0.000959816138944,-130980.0,-85740.0,-0.823773584906,-0.922034627379
183,70157,General Public Services,2011,3773200.0,3756980.0,0.489657141374,0.530002355892,,,,
184,70157,General Public Services,2012,4177520.0,4106940.0,0.50852900397,0.543711350852,404320.0,349960.0,0.107155729884,0.0931492847979
185,70157,General Public Services,2013,4259870.0,4187280.0,0.611735630236,0.635657596716,82350.0,80340.0,0.0197126524828,0.0195620096714
186,70157,General Public Services,2014,4080210.0,3601070.0,0.609262099128,0.612856287058,-179660.0,-586210.0,-0.0421749959506,-0.13999780287
187,70157,General Public Services,2015,4582050.0,,0.618144265365,,501840.0,,0.122993669443,
188,70157,Health,2011,25080.0,24550.0,0.00325469127151,0.00346330239638,,,,
189,70157,Health,2012,37000.0,34200.0,0.00450400552167,0.00452768440716,11920.0,9650.0,0.475279106858,0.393075356415
190,70157,Housing and Community Amenities,2011,933260.0,792330.0,0.121111370656,0.111775087076,,,,
191,70157,Housing and Community Amenities,2012,1039290.0,856320.0,0.126512645908,0.11336686291,106030.0,63990.0,0.113612498125,0.0807618037939
192,70157,Housing and Community Amenities,2013,539930.0,392170.0,0.0775362672648,0.0595340745554,-499360.0,-464150.0,-0.480481867429,-0.542028680867
193,70157,Housing and Community Amenities,2014,136210.0,78600.0,0.0203390488534,0.0133767197424,-403720.0,-313570.0,-0.747726557146,-0.79957671418
194,70157,Housing and Community Amenities,2015,85500.0,,0.0115344299361,,-50710.0,,-0.372292783202,
195,70157,Public Order and Safety,2011,117680.0,115440.0,0.0152716135898,0.0162852801889,,,,
196,70157,Public Order and Safety,2012,149060.0,147290.0,0.0181450557584,0.0194994922904,31380.0,31850.0,0.266655336506,0.275900900901
197,70157,Public Order and Safety,2013,156550.0,155120.0,0.0224812524592,0.0235482715277,7490.0,7830.0,0.0502482221924,0.0531604318012
198,70157,Public Order and Safety,2014,211800.0,207840.0,0.0316262429128,0.035371723044,55250.0,52720.0,0.352922389013,0.339865910263
199,70157,Public Order and Safety,2015,313000.0,,0.042225456959,,101200.0,,0.477809254013,
200,70157,"Recreation, Culture and Religion",2011,109650.0,108470.0,0.0142295413844,0.0153020126654,,,,
201,70157,"Recreation, Culture and Religion",2012,207300.0,207200.0,0.0252346039092,0.0274308833089,97650.0,98730.0,0.890560875513,0.910205586798
202,70157,"Recreation, Culture and Religion",2013,113350.0,86850.0,0.016277546894,0.0131844209785,-93950.0,-120350.0,-0.45320791124,-0.58083976834
203,70157,"Recreation, Culture and Religion",2014,10500.0,10500.0,0.00156787323222,0.0017869663778,-102850.0,-76350.0,-0.907366563741,-0.879101899827
204,70157,"Recreation, Culture and Religion",2015,120000.0,,0.0161886735945,,109500.0,,10.4285714286,
205,70157,Social Protection,2011,245890.0,170590.0,0.031909730333,0.024065366835,,,,
206,70157,Social Protection,2012,266760.0,158770.0,0.0324726625124,0.0210193115007,20870.0,-11820.0,0.0848753507666,-0.0692889383903
207,70157,Social Protection,2013,148880.0,126250.0,0.0213798075128,0.0191656090793,-117880.0,-32520.0,-0.441895336632,-0.204824589028
208,70157,Social Protection,2014,269140.0,139290.0,0.0401883239734,0.0237053854061,120260.0,13040.0,0.807764642665,0.103287128713
209,70157,Social Protection,2015,146040.0,,0.0197016157645,,-123100.0,,-0.457382774764,
210,70173,Economic Affairs,2012,182750.0,182750.0,0.0254306628837,0.0272176716873,,,,
211,70173,Economic Affairs,2013,191900.0,177366.1,0.0298593557437,0.0305763186144,9150.0,-5383.9,0.0500683994528,-0.0294604651163
212,70173,Economic Affairs,2014,183012.0,171666.5,0.0338293562478,0.0346833815675,-8888.0,-5699.6,-0.0463157894737,-0.0321346638394
213,70173,Economic Affairs,2015,215604.0,,0.040434590265,,32592.0,,0.17808668284,
214,70173,Education,2012,398880.9,363440.4,0.0555064607312,0.0541285990977,,,,
215,70173,Education,2013,437471.5,325445.6,0.0680699173853,0.0561038910889,38590.6,-37994.8,0.0967471744072,-0.104542037704
216,70173,Education,2014,412387.4,398728.6,0.0762288826235,0.0805588520514,-25084.1,73283.0,-0.0573388209289,0.225177418284
217,70173,Education,2015,311677.5,,0.0584523107518,,-100709.9,,-0.244211874563,
218,70173,Environmental Protection,2015,259659.0,,0.0486967091224,,,,,
219,70173,General Public Services,2012,3661292.1,3477248.1,0.509488837832,0.517880148625,,,,
220,70173,General Public Services,2013,3693581.9,3414388.2,0.574715872437,0.58860978212,32289.8,-62859.9,0.00881923624723,-0.0180774848939
221,70173,General Public Services,2014,3232048.7,3115963.0,0.59743692699,0.629547020993,-461533.2,-298425.2,-0.124955453133,-0.0874022467627
222,70173,General Public Services,2015,3147976.5,,0.590374668102,,-84072.2,,-0.0260120461675,
223,70173,Health,2012,13000.0,0.0,0.00180902116272,0.0,,,,
224,70173,Health,2013,23100.0,7000.0,0.00359432578259,0.00120673697116,10100.0,7000.0,0.776923076923,inf
225,70173,Health,2014,13114.0,13074.0,0.00242409338094,0.00264146196616,-9986.0,6074.0,-0.432294372294,0.867714285714
226,70173,Health,2015,26562.0,,0.00498146410372,,13448.0,,1.02546896447,
227,70173,Housing and Community Amenities,2012,1858795.9,1648827.5,0.258661624637,0.245566323196,,,,
228,70173,Housing and Community Amenities,2013,1437879.5,1283387.4,0.223731920308,0.221244431986,-420916.4,-365440.1,-0.226445732961,-0.221636344615
229,70173,Housing and Community Amenities,2014,1041318.7,780190.4,0.192485417731,0.157629131709,-396560.8,-503197.0,-0.275795572578,-0.39208503995
230,70173,Housing and Community Amenities,2015,938104.1,,0.175932983198,,-103214.6,,-0.099119126546,
231,70173,Public Order and Safety,2012,81441.5,76866.2,0.0113330305403,0.0114479835592,,,,
232,70173,Public Order and Safety,2013,84152.0,74282.4,0.0130939265479,0.0128056169124,2710.5,-2583.8,0.0332815579281,-0.0336142543797
233,70173,Public Order and Safety,2014,72736.8,67512.2,0.0134452337525,0.0136401184451,-11415.2,-6770.2,-0.135649776595,-0.0911413739998
234,70173,Public Order and Safety,2015,76451.5,,0.0143377909392,,3714.7,,0.051070434773,
235,70173,"Recreation, Culture and Religion",2012,896378.1,879058.1,0.124735919439,0.130921558194,,,,
236,70173,"Recreation, Culture and Religion",2013,492593.9,461879.6,0.076646881174,0.0796238842208,-403784.2,-417178.5,-0.450461920031,-0.474574433704
237,70173,"Recreation, Culture and Religion",2014,324316.2,324316.2,0.059949119548,0.065524621945,-168277.7,-137563.4,-0.341615476765,-0.297833894374
238,70173,"Recreation, Culture and Religion",2015,294044.7,,0.055145437766,,-30271.5,,-0.0933394631536,
239,70173,Social Protection,2011,6580505.4,6274402.6,1.0,1.0,,,,
240,70173,Social Protection,2012,93668.2,86197.4,0.0130344427749,0.0128377156416,-6486837.2,-6188205.2,-0.985765804554,-0.986262054654
